Date,Year,Month,Number of  Users,Country,State,Product Category,Sub Category,Quantity, Unit Cost , Unit Price , Cost , Revenue 
4/19/16,2016 ,April,45,Brazil,Bahia,Educational Services,Data Collection,3, 9.00 , 11.00 , 27.00 , 33.00 
4/21/16,2016 ,April,45,Brazil,Bahia,Educational Services,Data Collection,2, 472.50 , 616.50 , 945.00 ," 1,233.00 "
5/11/16,2016 ,May,45,Brazil,Bahia,Educational Services,Data Collection,3, 16.00 , 20.67 , 48.00 , 62.00 
5/16/16,2016 ,May,45,Brazil,Bahia,Educational Services,Data Collection,3, 210.00 , 254.00 , 630.00 , 762.00 
5/16/16,2016 ,May,45,Brazil,Bahia,Educational Services,Data Collection,1, 62.00 , 83.00 , 62.00 , 83.00 
5/16/16,2016 ,May,45,Brazil,Bahia,Educational Services,Data Collection,3, 11.67 , 13.67 , 35.00 , 41.00 
5/16/16,2016 ,May,45,Brazil,Bahia,Educational Services,Data Collection,3, 338.33 , 413.33 ," 1,015.00 "," 1,240.00 "
9/26/15,2015 ,September,45,Brazil,Bahia,Educational Services,Data Collection,3, 7.00 , 8.33 , 21.00 , 25.00 
10/15/15,2015 ,October,45,Brazil,Bahia,Educational Services,Data Collection,1, 420.00 , 506.00 , 420.00 , 506.00 
10/15/15,2015 ,October,45,Brazil,Bahia,Educational Services,Data Collection,3, 45.00 , 52.00 , 135.00 , 156.00 
11/19/15,2015 ,November,45,Brazil,Bahia,Educational Services,Data Collection,3, 206.33 , 225.67 , 619.00 , 677.00 
12/11/15,2015 ,December,45,Brazil,Bahia,Educational Services,Data Collection,2, 49.00 , 53.00 , 98.00 , 106.00 
12/18/15,2015 ,December,45,Brazil,Bahia,Educational Services,Data Collection,2, 247.00 , 257.50 , 494.00 , 515.00 
12/30/15,2015 ,December,45,Brazil,Bahia,Educational Services,Data Collection,1, 56.00 , 64.00 , 56.00 , 64.00 
12/30/15,2015 ,December,45,Brazil,Bahia,Educational Services,Data Collection,1, 400.00 , 446.00 , 400.00 , 446.00 
5/15/16,2016 ,May,60,Brazil,Maranhao,Educational Services,Data Collection,3, 180.00 , 198.67 , 540.00 , 596.00 
5/15/16,2016 ,May,60,Brazil,Maranhao,Educational Services,Data Collection,2, 32.50 , 38.50 , 65.00 , 77.00 
9/5/15,2015 ,September,52,Chile,Aysen,Educational Services,High level food mng,2, 70.00 , 76.50 , 140.00 , 153.00 
9/5/15,2015 ,September,52,Chile,Aysen,Educational Services,High level food mng,2, 70.00 , 78.50 , 140.00 , 157.00 
10/16/15,2015 ,October,52,Chile,Aysen,Educational Services,Data Collection,3, 220.00 , 229.00 , 660.00 , 687.00 
10/16/15,2015 ,October,52,Chile,Aysen,Educational Services,Data Collection,3, 23.33 , 27.67 , 70.00 , 83.00 
10/17/15,2015 ,October,52,Chile,Aysen,Educational Services,Data Collection,3, 150.00 , 179.67 , 450.00 , 539.00 
11/8/15,2015 ,November,52,Chile,Aysen,Educational Services,High level food mng,2, 20.00 , 21.50 , 40.00 , 43.00 
11/8/15,2015 ,November,52,Chile,Aysen,Educational Services,High level food mng,2, 25.00 , 27.50 , 50.00 , 55.00 
12/10/15,2015 ,December,52,Chile,Aysen,Educational Services,High level food mng,2, 60.00 , 71.00 , 120.00 , 142.00 
12/10/15,2015 ,December,52,Chile,Aysen,Educational Services,High level food mng,2, 150.00 , 172.50 , 300.00 , 345.00 
1/10/16,2016 ,January,44,Chile,Aysen,Educational Services,Supervisor trainings,3, 291.67 , 366.33 , 875.00 ," 1,099.00 "
2/10/16,2016 ,February,44,Chile,Aysen,Educational Services,Data Collection,3, 230.00 , 325.67 , 690.00 , 977.00 
2/10/16,2016 ,February,44,Chile,Aysen,Educational Services,Data Collection,2, 17.50 , 19.50 , 35.00 , 39.00 
2/10/16,2016 ,February,44,Chile,Aysen,Educational Services,Supervisor trainings,3, 11.67 , 15.33 , 35.00 , 46.00 
2/11/16,2016 ,February,44,Chile,Aysen,Educational Services,Data Collection,2, 30.00 , 31.50 , 60.00 , 63.00 
2/11/16,2016 ,February,44,Chile,Aysen,Educational Services,Data Collection,2, 182.50 , 223.50 , 365.00 , 447.00 
2/11/16,2016 ,February,44,Chile,Aysen,Educational Services,Supervisor trainings,3, 46.67 , 56.67 , 140.00 , 170.00 
5/24/16,2016 ,May,44,Chile,Aysen,Educational Services,Supervisor trainings,1," 1,015.00 "," 1,330.00 "," 1,015.00 "," 1,330.00 "
9/1/15,2015 ,September,44,Chile,Aysen,Educational Services,Supervisor trainings,3, 70.00 , 73.00 , 210.00 , 219.00 
9/1/15,2015 ,September,44,Chile,Aysen,Educational Services,Supervisor trainings,1, 245.00 , 243.00 , 245.00 , 243.00 
9/14/15,2015 ,September,44,Chile,Aysen,Educational Services,Data Collection,3, 105.00 , 103.00 , 315.00 , 309.00 
9/16/15,2015 ,September,44,Chile,Aysen,Educational Services,Data Collection,2, 60.00 , 63.00 , 120.00 , 126.00 
9/16/15,2015 ,September,44,Chile,Aysen,Educational Services,Data Collection,1, 980.00 , 999.00 , 980.00 , 999.00 
9/16/15,2015 ,September,44,Chile,Aysen,Educational Services,Data Collection,1, 39.00 , 41.00 , 39.00 , 41.00 
12/24/15,2015 ,December,44,Chile,Aysen,Educational Services,Data Collection,2, 275.00 , 276.00 , 550.00 , 552.00 
1/2/16,2016 ,January,30,Chile,Aysen,Educational Services,Data Collection,3, 100.00 , 118.33 , 300.00 , 355.00 
1/2/16,2016 ,January,30,Chile,Aysen,Educational Services,Data Collection,1, 40.00 , 53.00 , 40.00 , 53.00 
4/9/16,2016 ,April,30,Chile,Aysen,Educational Services,Data Collection,2, 105.00 , 137.00 , 210.00 , 274.00 
4/9/16,2016 ,April,30,Chile,Aysen,Educational Services,Data Collection,3, 46.67 , 59.33 , 140.00 , 178.00 
4/9/16,2016 ,April,30,Chile,Aysen,Educational Services,Data Collection,3, 11.33 , 13.33 , 34.00 , 40.00 
5/10/16,2016 ,May,30,Chile,Aysen,Educational Services,Data Collection,2, 275.50 , 340.00 , 551.00 , 680.00 
5/10/16,2016 ,May,30,Chile,Aysen,Educational Services,Data Collection,1, 140.00 , 169.00 , 140.00 , 169.00 
2/4/16,2016 ,February,59,Brazil,Amazonas,Educational Services,Food Security,3, 43.33 , 51.67 , 130.00 , 155.00 
4/12/16,2016 ,April,59,Brazil,Amazonas,Educational Services,Food Security,2, 50.00 , 65.50 , 100.00 , 131.00 
4/28/16,2016 ,April,59,Brazil,Amazonas,Educational Services,Food Security,2, 67.50 , 90.50 , 135.00 , 181.00 
4/28/16,2016 ,April,59,Brazil,Amazonas,Educational Services,Food Security,2, 112.50 , 128.50 , 225.00 , 257.00 
6/9/16,2016 ,June,59,Brazil,Amazonas,Food Products,Minerals,3, 36.00 , 50.00 , 108.00 , 150.00 
11/29/15,2015 ,November,59,Brazil,Amazonas,Educational Services,Food Security,3, 60.00 , 70.33 , 180.00 , 211.00 
11/29/15,2015 ,November,59,Brazil,Amazonas,Educational Services,Food Security,3, 13.33 , 14.67 , 40.00 , 44.00 
11/29/15,2015 ,November,59,Brazil,Amazonas,Food Products,Minerals,3, 42.00 , 48.67 , 126.00 , 146.00 
9/22/15,2015 ,September,30,Chile,Aysen,Educational Services,Data Collection,3, 20.00 , 22.33 , 60.00 , 67.00 
10/28/15,2015 ,October,30,Chile,Aysen,Educational Services,Data Collection,3, 50.00 , 50.00 , 150.00 , 150.00 
11/22/15,2015 ,November,30,Chile,Aysen,Educational Services,Data Collection,2, 10.00 , 11.00 , 20.00 , 22.00 
11/22/15,2015 ,November,30,Chile,Aysen,Educational Services,Data Collection,1, 50.00 , 60.00 , 50.00 , 60.00 
11/27/15,2015 ,November,30,Chile,Aysen,Educational Services,Data Collection,3, 36.67 , 37.67 , 110.00 , 113.00 
11/27/15,2015 ,November,30,Chile,Aysen,Educational Services,Data Collection,1, 66.00 , 71.00 , 66.00 , 71.00 
8/8/15,2015 ,August,61,Chile,Aysen,Educational Services,Supervisor trainings,2, 192.50 , 226.00 , 385.00 , 452.00 
8/27/15,2015 ,August,61,Chile,Aysen,Educational Services,Supervisor trainings,3, 58.33 , 59.00 , 175.00 , 177.00 
8/8/15,2015 ,August,61,Chile,Aysen,Educational Services,Data Collection,2, 90.00 , 97.50 , 180.00 , 195.00 
8/8/15,2015 ,August,61,Chile,Aysen,Educational Services,Data Collection,1, 20.00 , 23.00 , 20.00 , 23.00 
11/7/15,2015 ,November,58,Brazil,Bahia,Consultant Services,Food Quality Evaluation,3, 180.00 , 166.00 , 540.00 , 498.00 
9/19/15,2015 ,September,61,Chile,Aysen,Educational Services,Data Collection,2, 150.00 , 154.00 , 300.00 , 308.00 
9/19/15,2015 ,September,61,Chile,Aysen,Educational Services,Data Collection,3, 11.67 , 12.67 , 35.00 , 38.00 
10/5/15,2015 ,October,61,Chile,Aysen,Educational Services,Data Collection,2, 215.00 , 208.50 , 430.00 , 417.00 
10/5/15,2015 ,October,61,Chile,Aysen,Educational Services,Data Collection,3, 4.00 , 4.00 , 12.00 , 12.00 
10/5/15,2015 ,October,61,Chile,Aysen,Educational Services,Data Collection,3, 0.67 , 0.67 , 2.00 , 2.00 
3/4/16,2016 ,March,27,Chile,Aysen,Educational Services,High level food mng,1, 260.00 , 336.00 , 260.00 , 336.00 
3/4/16,2016 ,March,27,Chile,Aysen,Educational Services,High level food mng,2, 32.50 , 41.50 , 65.00 , 83.00 
12/22/15,2015 ,December,24,Brazil,Bahia,Food Products,Water Testers,2, 31.50 , 32.00 , 63.00 , 64.00 
6/21/16,2016 ,June,27,Chile,Aysen,Educational Services,High level food mng,1, 162.00 , 217.00 , 162.00 , 217.00 
6/21/16,2016 ,June,27,Chile,Aysen,Educational Services,High level food mng,3, 43.33 , 51.67 , 130.00 , 155.00 
9/4/15,2015 ,September,27,Chile,Aysen,Educational Services,High level food mng,1, 105.00 , 105.00 , 105.00 , 105.00 
12/21/15,2015 ,December,27,Chile,Aysen,Educational Services,High level food mng,1, 95.00 , 98.00 , 95.00 , 98.00 
12/21/15,2015 ,December,27,Chile,Aysen,Educational Services,High level food mng,2, 121.50 , 128.50 , 243.00 , 257.00 
1/15/16,2016 ,January,32,Chile,Aysen,Educational Services,High level food mng,1, 10.00 , 13.00 , 10.00 , 13.00 
1/15/16,2016 ,January,32,Chile,Aysen,Educational Services,High level food mng,2, 126.00 , 172.00 , 252.00 , 344.00 
1/15/16,2016 ,January,32,Chile,Aysen,Educational Services,Supervisor trainings,1, 70.00 , 82.00 , 70.00 , 82.00 
1/30/16,2016 ,January,32,Chile,Aysen,Educational Services,High level food mng,3, 43.33 , 58.33 , 130.00 , 175.00 
1/30/16,2016 ,January,32,Chile,Aysen,Educational Services,High level food mng,2, 52.50 , 69.50 , 105.00 , 139.00 
1/30/16,2016 ,January,32,Chile,Aysen,Educational Services,Supervisor trainings,2, 122.50 , 151.00 , 245.00 , 302.00 
2/26/16,2016 ,February,32,Chile,Aysen,Educational Services,High level food mng,3, 28.33 , 36.00 , 85.00 , 108.00 
3/1/16,2016 ,March,32,Chile,Aysen,Educational Services,Supervisor trainings,2, 52.50 , 63.00 , 105.00 , 126.00 
7/29/16,2016 ,July,32,Chile,Aysen,Educational Services,High level food mng,1, 270.00 , 326.00 , 270.00 , 326.00 
7/29/16,2016 ,July,32,Chile,Aysen,Educational Services,High level food mng,1, 35.00 , 43.00 , 35.00 , 43.00 
11/19/15,2015 ,November,32,Chile,Aysen,Educational Services,High level food mng,2, 17.50 , 19.50 , 35.00 , 39.00 
11/19/15,2015 ,November,32,Chile,Aysen,Educational Services,Supervisor trainings,2, 367.50 , 399.50 , 735.00 , 799.00 
3/13/16,2016 ,March,38,Chile,Aysen,Educational Services,Data Collection ,2, 111.50 , 123.00 , 223.00 , 246.00 
7/25/16,2016 ,July,38,Chile,Aysen,Educational Services,Data Collection ,3, 18.67 , 25.33 , 56.00 , 76.00 
1/1/16,2016 ,January,22,Chile,Aysen,Educational Services,Data Collection,3, 184.67 , 225.33 , 554.00 , 676.00 
1/1/16,2016 ,January,22,Chile,Aysen,Educational Services,Data Collection,2, 14.00 , 18.00 , 28.00 , 36.00 
1/13/16,2016 ,January,22,Chile,Aysen,Educational Services,Data Collection,1, 95.00 , 118.00 , 95.00 , 118.00 
1/13/16,2016 ,January,22,Chile,Aysen,Educational Services,Data Collection,3, 20.00 , 23.67 , 60.00 , 71.00 
1/13/16,2016 ,January,22,Chile,Aysen,Educational Services,Supervisor trainings,2, 17.50 , 22.50 , 35.00 , 45.00 
6/4/16,2016 ,June,22,Chile,Aysen,Educational Services,Data Collection,3, 38.67 , 50.67 , 116.00 , 152.00 
6/4/16,2016 ,June,22,Chile,Aysen,Educational Services,Data Collection,2, 37.50 , 50.50 , 75.00 , 101.00 
6/4/16,2016 ,June,22,Chile,Aysen,Educational Services,Data Collection,2, 7.00 , 8.00 , 14.00 , 16.00 
6/9/16,2016 ,June,22,Chile,Aysen,Educational Services,Data Collection,3, 183.33 , 234.33 , 550.00 , 703.00 
6/9/16,2016 ,June,22,Chile,Aysen,Educational Services,Data Collection,1, 100.00 , 124.00 , 100.00 , 124.00 
7/15/16,2016 ,July,22,Chile,Aysen,Educational Services,Supervisor trainings,1, 105.00 , 131.00 , 105.00 , 131.00 
7/15/16,2016 ,July,22,Chile,Aysen,Educational Services,Data Collection,1, 10.00 , 12.00 , 10.00 , 12.00 
7/11/15,2015 ,July,22,Chile,Aysen,Educational Services,Supervisor trainings,1, 875.00 , 899.00 , 875.00 , 899.00 
9/22/15,2015 ,September,22,Chile,Aysen,Educational Services,Data Collection,3, 215.00 , 235.33 , 645.00 , 706.00 
9/22/15,2015 ,September,22,Chile,Aysen,Educational Services,Data Collection,2, 40.00 , 43.00 , 80.00 , 86.00 
2/2/16,2016 ,February,48,Chile,Aysen,Educational Services,High level food mng,1, 70.00 , 92.00 , 70.00 , 92.00 
4/22/16,2016 ,April,48,Chile,Aysen,Educational Services,High level food mng,1, 140.00 , 182.00 , 140.00 , 182.00 
4/22/16,2016 ,April,48,Chile,Aysen,Educational Services,High level food mng,1, 40.00 , 51.00 , 40.00 , 51.00 
4/22/16,2016 ,April,48,Chile,Aysen,Educational Services,Food Security,1, 110.00 , 127.00 , 110.00 , 127.00 
9/7/15,2015 ,September,50,Chile,Aysen,Educational Services,Data Collection ,3, 53.00 , 64.67 , 159.00 , 194.00 
12/6/15,2015 ,December,50,Chile,Aysen,Educational Services,Data Collection ,1, 167.00 , 205.00 , 167.00 , 205.00 
2/20/16,2016 ,February,39,Chile,Aysen,Educational Services,Data Collection,3, 26.67 , 29.00 , 80.00 , 87.00 
3/28/16,2016 ,March,39,Chile,Aysen,Educational Services,Data Collection,3, 54.33 , 63.33 , 163.00 , 190.00 
12/14/15,2015 ,December,39,Chile,Aysen,Educational Services,Data Collection,3, 16.67 , 19.33 , 50.00 , 58.00 
12/14/15,2015 ,December,39,Chile,Aysen,Educational Services,Data Collection,2, 54.00 , 53.50 , 108.00 , 107.00 
5/25/16,2016 ,May,27,Chile,Aysen,Educational Services,Supervisor trainings,3, 70.00 , 83.00 , 210.00 , 249.00 
6/23/16,2016 ,June,27,Chile,Aysen,Educational Services,Supervisor trainings,3, 291.67 , 322.00 , 875.00 , 966.00 
6/29/16,2016 ,June,27,Chile,Aysen,Educational Services,Supervisor trainings,2, 140.00 , 170.50 , 280.00 , 341.00 
3/11/16,2016 ,March,27,Chile,Aysen,Educational Services,Data Collection,2, 262.50 , 311.50 , 525.00 , 623.00 
3/11/16,2016 ,March,27,Chile,Aysen,Educational Services,Data Collection,3, 28.33 , 31.67 , 85.00 , 95.00 
3/11/16,2016 ,March,27,Chile,Aysen,Educational Services,Data Collection,1, 27.00 , 33.00 , 27.00 , 33.00 
5/19/16,2016 ,May,27,Chile,Aysen,Educational Services,Data Collection,3, 83.33 , 106.67 , 250.00 , 320.00 
5/19/16,2016 ,May,27,Chile,Aysen,Educational Services,Data Collection,2, 22.00 , 26.50 , 44.00 , 53.00 
5/25/16,2016 ,May,27,Chile,Aysen,Educational Services,Data Collection,2, 48.00 , 55.00 , 96.00 , 110.00 
5/25/16,2016 ,May,27,Chile,Aysen,Educational Services,Data Collection,3, 16.67 , 21.00 , 50.00 , 63.00 
6/21/16,2016 ,June,27,Chile,Aysen,Educational Services,Data Collection,2, 30.00 , 41.50 , 60.00 , 83.00 
6/23/16,2016 ,June,27,Chile,Aysen,Educational Services,Data Collection,3, 157.67 , 203.67 , 473.00 , 611.00 
6/23/16,2016 ,June,27,Chile,Aysen,Educational Services,Data Collection,1, 40.00 , 53.00 , 40.00 , 53.00 
11/7/15,2015 ,November,27,Chile,Aysen,Educational Services,Data Collection,1, 280.00 , 298.00 , 280.00 , 298.00 
11/7/15,2015 ,November,27,Chile,Aysen,Educational Services,Data Collection,3, 3.00 , 3.33 , 9.00 , 10.00 
2/11/16,2016 ,February,41,Chile,Aysen,Educational Services,Data Collection,1, 215.00 , 271.00 , 215.00 , 271.00 
2/11/16,2016 ,February,41,Chile,Aysen,Educational Services,Data Collection,2, 16.00 , 21.50 , 32.00 , 43.00 
3/28/16,2016 ,March,41,Chile,Aysen,Educational Services,Data Collection,1, 85.00 , 105.00 , 85.00 , 105.00 
4/1/16,2016 ,April,41,Chile,Aysen,Educational Services,Data Collection,3, 16.67 , 20.00 , 50.00 , 60.00 
4/1/16,2016 ,April,41,Chile,Aysen,Educational Services,Data Collection,1, 21.00 , 25.00 , 21.00 , 25.00 
5/29/16,2016 ,May,41,Chile,Aysen,Educational Services,Data Collection,1, 175.00 , 209.00 , 175.00 , 209.00 
8/18/15,2015 ,August,41,Chile,Aysen,Educational Services,Data Collection,2, 42.00 , 47.50 , 84.00 , 95.00 
8/18/15,2015 ,August,41,Chile,Aysen,Educational Services,Data Collection,3, 184.67 , 212.00 , 554.00 , 636.00 
8/28/15,2015 ,August,41,Chile,Aysen,Educational Services,Data Collection,3, 3.33 , 3.67 , 10.00 , 11.00 
9/1/15,2015 ,September,41,Chile,Aysen,Educational Services,Data Collection,3, 140.00 , 160.00 , 420.00 , 480.00 
9/1/15,2015 ,September,41,Chile,Aysen,Educational Services,Data Collection,1, 55.00 , 57.00 , 55.00 , 57.00 
10/21/15,2015 ,October,41,Chile,Aysen,Educational Services,Data Collection,1, 420.00 , 487.00 , 420.00 , 487.00 
10/5/15,2015 ,October,27,Brazil,Bahia,Consultant Services,Food Quality Evaluation,3, 567.00 , 490.67 ," 1,701.00 "," 1,472.00 "
10/26/15,2015 ,October,27,Brazil,Bahia,Consultant Services,Food Quality Evaluation,3, 373.33 , 332.00 ," 1,120.00 ", 996.00 
12/28/15,2015 ,December,27,Brazil,Bahia,Consultant Services,Food Quality Evaluation,1, 540.00 , 508.00 , 540.00 , 508.00 
10/30/15,2015 ,October,31,Brazil,Amazonas,Educational Services,Food Management,3, 424.00 , 436.33 ," 1,272.00 "," 1,309.00 "
12/28/15,2015 ,December,31,Brazil,Amazonas,Educational Services,Food Management,3, 106.00 , 126.67 , 318.00 , 380.00 
4/18/16,2016 ,April,21,Chile,Aysen,Educational Services,Supervisor trainings,3, 175.00 , 213.33 , 525.00 , 640.00 
11/24/15,2015 ,November,60,Chile,Aysen,Educational Services,Supervisor trainings,1, 595.00 , 609.00 , 595.00 , 609.00 
2/6/16,2016 ,February,67,Chile,Aysen,Educational Services,Data Collection,2, 358.50 , 468.00 , 717.00 , 936.00 
2/6/16,2016 ,February,67,Chile,Aysen,Educational Services,Data Collection,2, 12.00 , 14.50 , 24.00 , 29.00 
2/20/16,2016 ,February,29,Brazil,Amazonas,Educational Services,Data Collection,2, 75.00 , 94.00 , 150.00 , 188.00 
2/20/16,2016 ,February,29,Brazil,Amazonas,Educational Services,Data Collection,1, 135.00 , 163.00 , 135.00 , 163.00 
3/8/16,2016 ,March,29,Brazil,Amazonas,Educational Services,Basic Training,3, 23.33 , 27.00 , 70.00 , 81.00 
3/14/16,2016 ,March,29,Brazil,Amazonas,Educational Services,Data Collection,1, 100.00 , 130.00 , 100.00 , 130.00 
3/14/16,2016 ,March,29,Brazil,Amazonas,Educational Services,Data Collection,3, 21.33 , 24.33 , 64.00 , 73.00 
3/19/16,2016 ,March,29,Brazil,Amazonas,Educational Services,Data Collection,3, 2.33 , 3.00 , 7.00 , 9.00 
4/9/16,2016 ,April,29,Brazil,Amazonas,Educational Services,Data Collection,3, 50.00 , 60.00 , 150.00 , 180.00 
4/22/16,2016 ,April,29,Brazil,Amazonas,Educational Services,Data Collection,1, 45.00 , 58.00 , 45.00 , 58.00 
5/2/16,2016 ,May,29,Brazil,Amazonas,Educational Services,Data Collection,3, 45.00 , 55.33 , 135.00 , 166.00 
5/18/16,2016 ,May,29,Brazil,Amazonas,Educational Services,Data Collection,1, 60.00 , 76.00 , 60.00 , 76.00 
5/19/16,2016 ,May,29,Brazil,Amazonas,Educational Services,Data Collection,3, 58.33 , 69.67 , 175.00 , 209.00 
5/19/16,2016 ,May,29,Brazil,Amazonas,Educational Services,Data Collection,2, 32.00 , 41.00 , 64.00 , 82.00 
7/4/15,2015 ,July,29,Brazil,Amazonas,Educational Services,Data Collection,1, 215.00 , 257.00 , 215.00 , 257.00 
7/4/15,2015 ,July,29,Brazil,Amazonas,Educational Services,Data Collection,3, 21.33 , 23.33 , 64.00 , 70.00 
7/31/15,2015 ,July,29,Brazil,Amazonas,Educational Services,Data Collection,1, 293.00 , 288.00 , 293.00 , 288.00 
8/11/15,2015 ,August,29,Brazil,Amazonas,Educational Services,Basic Training,3, 221.67 , 231.00 , 665.00 , 693.00 
8/24/15,2015 ,August,29,Brazil,Amazonas,Educational Services,Data Collection,2, 96.50 , 98.50 , 193.00 , 197.00 
8/24/15,2015 ,August,29,Brazil,Amazonas,Educational Services,Data Collection,2, 22.00 , 24.50 , 44.00 , 49.00 
9/19/15,2015 ,September,29,Brazil,Amazonas,Educational Services,Basic Training,2, 507.50 , 569.50 ," 1,015.00 "," 1,139.00 "
9/29/15,2015 ,September,29,Brazil,Amazonas,Educational Services,Data Collection,1, 50.00 , 60.00 , 50.00 , 60.00 
9/29/15,2015 ,September,29,Brazil,Amazonas,Educational Services,Data Collection,3, 16.67 , 17.00 , 50.00 , 51.00 
10/14/15,2015 ,October,29,Brazil,Amazonas,Educational Services,Basic Training,3, 35.00 , 40.33 , 105.00 , 121.00 
11/18/15,2015 ,November,29,Brazil,Amazonas,Educational Services,Data Collection,2, 212.50 , 230.00 , 425.00 , 460.00 
11/18/15,2015 ,November,29,Brazil,Amazonas,Educational Services,Data Collection,1, 50.00 , 55.00 , 50.00 , 55.00 
11/18/15,2015 ,November,29,Brazil,Amazonas,Educational Services,Basic Training,1, 560.00 , 612.00 , 560.00 , 612.00 
11/28/15,2015 ,November,29,Brazil,Amazonas,Educational Services,Data Collection,1, 280.00 , 329.00 , 280.00 , 329.00 
11/28/15,2015 ,November,29,Brazil,Amazonas,Educational Services,Data Collection,2, 57.50 , 63.00 , 115.00 , 126.00 
11/28/15,2015 ,November,29,Brazil,Amazonas,Educational Services,Data Collection,1, 62.00 , 69.00 , 62.00 , 69.00 
12/7/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Basic Training,2, 385.00 , 432.00 , 770.00 , 864.00 
12/18/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Data Collection,2, 44.00 , 52.50 , 88.00 , 105.00 
12/18/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Data Collection,1, 150.00 , 167.00 , 150.00 , 167.00 
12/18/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Basic Training,3, 105.00 , 118.67 , 315.00 , 356.00 
12/22/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Data Collection,3, 163.33 , 188.00 , 490.00 , 564.00 
12/22/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Data Collection,1, 75.00 , 90.00 , 75.00 , 90.00 
12/24/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Data Collection,2, 56.00 , 59.00 , 112.00 , 118.00 
12/24/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Data Collection,3, 150.33 , 168.00 , 451.00 , 504.00 
12/24/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Basic Training,2, 385.00 , 385.00 , 770.00 , 770.00 
12/25/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Data Collection,2, 32.00 , 36.50 , 64.00 , 73.00 
12/25/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Data Collection,1, 96.00 , 105.00 , 96.00 , 105.00 
12/25/15,2015 ,December,29,Brazil,Amazonas,Educational Services,Basic Training,2, 385.00 , 395.50 , 770.00 , 791.00 
1/11/16,2016 ,January,26,Chile,Aysen,Educational Services,Data Collection,3, 228.33 , 266.00 , 685.00 , 798.00 
8/26/15,2015 ,August,34,Brazil,Bahia,Food Products,Water Testers,3, 15.00 , 18.00 , 45.00 , 54.00 
6/16/16,2016 ,June,25,India,Odisha,Educational Services,Data Collection,1, 559.00 , 770.00 , 559.00 , 770.00 
10/3/15,2015 ,October,25,India,Odisha,Educational Services,Data Collection,1, 522.00 , 459.00 , 522.00 , 459.00 
10/3/15,2015 ,October,25,India,Odisha,Educational Services,Data Collection,3, 16.67 , 13.67 , 50.00 , 41.00 
7/15/15,2015 ,July,25,France,Loiret,Educational Services,Data Collection,2, 407.50 , 429.50 , 815.00 , 859.00 
7/15/15,2015 ,July,25,France,Loiret,Educational Services,Data Collection,2, 13.50 , 16.50 , 27.00 , 33.00 
2/2/16,2016 ,February,26,France,Val de Marne,Educational Services,Data Collection,2, 311.50 , 387.50 , 623.00 , 775.00 
2/2/16,2016 ,February,26,France,Val de Marne,Food Products,Seed,3, 450.00 , 377.33 ," 1,350.00 "," 1,132.00 "
2/2/16,2016 ,February,26,France,Val de Marne,Food Products,Minerals,1, 135.00 , 178.00 , 135.00 , 178.00 
11/30/15,2015 ,November,26,France,Seine (Paris),Food Products,Water Cleaners,2, 603.50 , 708.00 ," 1,207.00 "," 1,416.00 "
9/2/15,2015 ,September,26,Germany,Nordrhein-Westfalen,Food Products,Minerals,2, 76.50 , 98.00 , 153.00 , 196.00 
12/22/15,2015 ,December,26,Germany,Nordrhein-Westfalen,Food Products,Minerals,1, 72.00 , 92.00 , 72.00 , 92.00 
3/10/16,2016 ,March,26,India,Gujarat,Educational Services,High level food mng,3, 16.67 , 26.00 , 50.00 , 78.00 
11/26/15,2015 ,November,26,India,Gujarat,Educational Services,High level food mng,3, 9.00 , 7.33 , 27.00 , 22.00 
11/26/15,2015 ,November,26,India,Gujarat,Educational Services,High level food mng,2, 72.50 , 58.50 , 145.00 , 117.00 
5/1/16,2016 ,May,26,India,Kerala,Educational Services,Data Collection,3, 143.33 , 149.00 , 430.00 , 447.00 
11/4/15,2015 ,November,26,India,Kerala,Consultant Services,Test Procedures,1, 540.00 , 663.00 , 540.00 , 663.00 
11/4/15,2015 ,November,26,India,Kerala,Educational Services,Data Collection,2, 50.00 , 71.00 , 100.00 , 142.00 
11/4/15,2015 ,November,26,India,Kerala,Educational Services,Data Collection,2, 182.50 , 223.00 , 365.00 , 446.00 
11/4/15,2015 ,November,26,India,Kerala,Educational Services,Supervisor trainings,3, 163.33 , 224.67 , 490.00 , 674.00 
11/17/15,2015 ,November,26,India,Kerala,Consultant Services,Test Procedures,3, 567.00 , 728.00 ," 1,701.00 "," 2,184.00 "
11/17/15,2015 ,November,26,India,Kerala,Educational Services,Supervisor trainings,1, 630.00 , 504.00 , 630.00 , 504.00 
7/25/15,2015 ,July,26,France,Essonne,Consultant Services,Food Quality Evaluation,3, 814.33 , 925.67 ," 2,443.00 "," 2,777.00 "
1/2/16,2016 ,January,27,United Kingdom,England,Food Products,Water Cleaners,1, 27.00 , 31.00 , 27.00 , 31.00 
